Instruction,tp
"PSUBQ (XMM, XMM)",0.5
"PSUBSB (XMM, M128)",0.5
"PSUBSB (XMM, XMM)",0.5
"PSUBSW (XMM, M128)",0.5
"PSUBSW (XMM, XMM)",0.5
"PSUBUSB (XMM, M128)",0.5
"PSUBUSB (XMM, XMM)",0.5
"PSUBUSW (XMM, M128)",0.5
"PSUBUSW (XMM, XMM)",0.5
"PSUBW (XMM, M128)",0.5
"PSUBW (XMM, XMM)",0.5
"PUNPCKHBW (XMM, M128)",1.0
"PUNPCKHBW (XMM, XMM)",1.0
"PUNPCKHDQ (XMM, M128)",1.0
"PUNPCKHDQ (XMM, XMM)",1.0
"PUNPCKHQDQ (XMM, M128)",1.0
"PUNPCKHQDQ (XMM, XMM)",1.0
"PUNPCKHWD (XMM, M128)",1.0
"PUNPCKHWD (XMM, XMM)",1.0
"PUNPCKLBW (XMM, M128)",1.0
"PUNPCKLBW (XMM, XMM)",1.0
"PUNPCKLDQ (XMM, M128)",1.0
"PUNPCKLDQ (XMM, XMM)",1.0
"PUNPCKLQDQ (XMM, M128)",1.0
"PUNPCKLQDQ (XMM, XMM)",1.0
"PUNPCKLWD (XMM, M128)",1.0
"PUNPCKLWD (XMM, XMM)",1.0
"PXOR (XMM, M128)",0.5
"PXOR (XMM, XMM)",0.33
"SHUFPD (XMM, M128, I8)",1.0
"SHUFPD (XMM, XMM, I8)",1.0
"SQRTPD (XMM, M128)",8.0
"SQRTPD (XMM, XMM)",8.02
"SQRTSD (XMM, M64)",8.0
"SQRTSD (XMM, XMM)",8.02
"SUBPD (XMM, M128)",1.0
"SUBPD (XMM, XMM)",1.0
"SUBSD (XMM, M64)",1.0
"SUBSD (XMM, XMM)",1.0
"UCOMISD (XMM, M64)",1.0
"UCOMISD (XMM, XMM)",1.0
"UNPCKHPD (XMM, M128)",1.0
"UNPCKHPD (XMM, XMM)",1.0
"UNPCKLPD (XMM, M128)",1.0
"UNPCKLPD (XMM, XMM)",1.0
"XORPD (XMM, M128)",1.0
"XORPD (XMM, XMM)",1.0
"ADDSUBPD (XMM, M128)",1.0
"ADDSUBPD (XMM, XMM)",1.0
"ADDSUBPS (XMM, M128)",1.0
"ADDSUBPS (XMM, XMM)",1.0
"HADDPD (XMM, M128)",2.0
"HADDPD (XMM, XMM)",2.0
"HADDPS (XMM, M128)",2.0
"HADDPS (XMM, XMM)",2.0
"HSUBPD (XMM, M128)",2.0
"HSUBPD (XMM, XMM)",2.0
"HSUBPS (XMM, M128)",2.0
"HSUBPS (XMM, XMM)",2.0
"LDDQU (XMM, M128)",0.5
"MOVDDUP (XMM, M64)",0.5
"MOVDDUP (XMM, XMM)",1.0
"MOVSHDUP (XMM, M128)",0.5
"MOVSHDUP (XMM, XMM)",1.0
"MOVSLDUP (XMM, M128)",0.5
"MOVSLDUP (XMM, XMM)",1.0
"BLENDPD (XMM, M128, I8)",0.5
"BLENDPD (XMM, XMM, I8)",0.33
"BLENDPS (XMM, M128, I8)",0.5
"BLENDPS (XMM, XMM, I8)",0.33
"BLENDVPD (XMM, M128)",2.0
"BLENDVPD (XMM, XMM)",2.0
"BLENDVPS (XMM, M128)",2.0
"BLENDVPS (XMM, XMM)",2.0
"CRC32 (R32, M16)",1.0
"CRC32 (R32, M32)",1.0
"CRC32 (R32, M8)",1.0
"CRC32 (R32, R16)",1.0
"CRC32 (R32, R32)",1.0
"CRC32 (R32, R8h)",1.0
"CRC32 (R32, R8l)",1.0
"CRC32 (R64, M64)",1.0
"CRC32 (R64, M8)",1.0
"CRC32 (R64, R64)",1.0
"CRC32 (R64, R8l)",1.0
"DPPD (XMM, M128, I8)",1.0
"DPPD (XMM, XMM, I8)",1.0
"DPPS (XMM, M128, I8)",4.0
"DPPS (XMM, XMM, I8)",2.0
"EXTRACTPS (M32, XMM, I8)",1.0
"EXTRACTPS (R32, XMM, I8)",1.0
"INSERTPS (XMM, M32, I8)",1.0
"INSERTPS (XMM, XMM, I8)",1.0
"MOVNTDQA (XMM, M128)",0.5
"MPSADBW (XMM, M128, I8)",2.0
"MPSADBW (XMM, XMM, I8)",2.0
"PACKUSDW (XMM, M128)",1.0
"PACKUSDW (XMM, XMM)",1.0
"PBLENDVB (XMM, M128)",2.0
"PBLENDVB (XMM, XMM)",2.0
"PBLENDW (XMM, M128, I8)",1.0
"PBLENDW (XMM, XMM, I8)",1.0
"PCMPEQQ (XMM, M128)",0.5
"PCMPEQQ (XMM, XMM)",0.5
"PCMPESTRI (XMM, M128, I8)",4.0
"PCMPESTRI (XMM, XMM, I8)",4.0
"PCMPESTRI64 (XMM, M128, I8)",4.0
"PCMPESTRI64 (XMM, XMM, I8)",4.0
"PCMPESTRM (XMM, M128, I8)",5.0
"PCMPESTRM (XMM, XMM, I8)",5.0
"PCMPESTRM64 (XMM, M128, I8)",5.0
"PCMPESTRM64 (XMM, XMM, I8)",5.0
"PCMPGTQ (XMM, M128)",1.0
"PCMPGTQ (XMM, XMM)",1.0
"PCMPISTRI (XMM, M128, I8)",3.0
"PCMPISTRI (XMM, XMM, I8)",3.0
"PCMPISTRM (XMM, M128, I8)",3.0
"PCMPISTRM (XMM, XMM, I8)",3.0
"PEXTRB (M8, XMM, I8)",1.0
"PEXTRB (R32, XMM, I8)",1.0
"PEXTRD (M32, XMM, I8)",1.0
"PEXTRD (R32, XMM, I8)",1.0
"PEXTRQ (M64, XMM, I8)",1.0
"PEXTRQ (R64, XMM, I8)",1.0
"PEXTRW_SSE4 (M16, XMM, I8)",1.0
"PHMINPOSUW (XMM, M128)",1.0
"PHMINPOSUW (XMM, XMM)",1.0
"PINSRB (XMM, M8, I8)",1.0
"PINSRB (XMM, R32, I8)",2.0
"PINSRD (XMM, M32, I8)",1.0
"PINSRD (XMM, R32, I8)",2.0
"PINSRQ (XMM, M64, I8)",1.0
"PINSRQ (XMM, R64, I8)",2.0
"PMAXSB (XMM, M128)",0.5
"PMAXSB (XMM, XMM)",0.5
"PMAXSD (XMM, M128)",0.5
"PMAXSD (XMM, XMM)",0.5
"PMAXUD (XMM, M128)",0.5
"PMAXUD (XMM, XMM)",0.5
"PMAXUW (XMM, M128)",0.5
"PMAXUW (XMM, XMM)",0.5
"PMINSB (XMM, M128)",0.5
"PMINSB (XMM, XMM)",0.5
"PMINSD (XMM, M128)",0.5
"PMINSD (XMM, XMM)",0.5
"PMINUD (XMM, M128)",0.5
"PMINUD (XMM, XMM)",0.5
"PMINUW (XMM, M128)",0.5
"PMINUW (XMM, XMM)",0.5
"PMOVSXBD (XMM, M32)",1.0
"PMOVSXBD (XMM, XMM)",1.0
"PMOVSXBQ (XMM, M16)",1.0
"PMOVSXBQ (XMM, XMM)",1.0
"PMOVSXBW (XMM, M64)",1.0
"PMOVSXBW (XMM, XMM)",1.0
"PMOVSXDQ (XMM, M64)",1.0
"PMOVSXDQ (XMM, XMM)",1.0
"PMOVSXWD (XMM, M64)",1.0
"PMOVSXWD (XMM, XMM)",1.0
"PMOVSXWQ (XMM, M32)",1.0
"PMOVSXWQ (XMM, XMM)",1.0
"PMOVZXBD (XMM, M32)",1.0
"PMOVZXBD (XMM, XMM)",1.0
"PMOVZXBQ (XMM, M16)",1.0
"PMOVZXBQ (XMM, XMM)",1.0
"PMOVZXBW (XMM, M64)",1.0
"PMOVZXBW (XMM, XMM)",1.0
"PMOVZXDQ (XMM, M64)",1.0
"PMOVZXDQ (XMM, XMM)",1.0
"PMOVZXWD (XMM, M64)",1.0
"PMOVZXWD (XMM, XMM)",1.0
"PMOVZXWQ (XMM, M32)",1.0
"PMOVZXWQ (XMM, XMM)",1.0
"PMULDQ (XMM, M128)",1.0
"PMULDQ (XMM, XMM)",1.0
"PMULLD (XMM, M128)",2.0
"PMULLD (XMM, XMM)",2.0
"POPCNT (R16, M16)",1.0
"POPCNT (R16, R16)",1.0
"POPCNT (R32, M32)",1.0
"POPCNT (R32, R32)",1.0
"POPCNT (R64, M64)",1.0
"POPCNT (R64, R64)",1.0
"PTEST (XMM, M128)",1.0
"PTEST (XMM, XMM)",1.0
"ROUNDPD (XMM, M128, I8)",2.0
"ROUNDPD (XMM, XMM, I8)",2.0
"ROUNDPS (XMM, M128, I8)",2.0
"ROUNDPS (XMM, XMM, I8)",2.0
"ROUNDSD (XMM, M64, I8)",2.0
"ROUNDSD (XMM, XMM, I8)",2.0
"ROUNDSS (XMM, M32, I8)",2.0
"ROUNDSS (XMM, XMM, I8)",2.0
"PABSB (MM, M64)",0.5
"PABSB (MM, MM)",0.5
"PABSB (XMM, M128)",0.5
"PABSB (XMM, XMM)",0.5
"PABSD (MM, M64)",0.5
"PABSD (MM, MM)",0.5
"PABSD (XMM, M128)",0.5
"PABSD (XMM, XMM)",0.5
"PABSW (MM, M64)",0.5
"PABSW (MM, MM)",0.5
"PABSW (XMM, M128)",0.5
"PABSW (XMM, XMM)",0.5
"PALIGNR (MM, M64, I8)",1.0
"PALIGNR (MM, MM, I8)",1.0
"PALIGNR (XMM, M128, I8)",1.0
"PALIGNR (XMM, XMM, I8)",1.0
"PHADDD (MM, M64)",2.0
"PHADDD (MM, MM)",2.0
"PHADDD (XMM, M128)",2.0
"PHADDD (XMM, XMM)",2.0
"PHADDSW (MM, M64)",2.0
"PHADDSW (MM, MM)",2.0
"PHADDSW (XMM, M128)",2.0
"PHADDSW (XMM, XMM)",2.0
"PHADDW (MM, M64)",2.0
"PHADDW (MM, MM)",2.0
"PHADDW (XMM, M128)",2.0
"PHADDW (XMM, XMM)",2.0
"PHSUBD (MM, M64)",2.0
"PHSUBD (MM, MM)",2.0
"PHSUBD (XMM, M128)",2.0
"PHSUBD (XMM, XMM)",2.0
"PHSUBSW (MM, M64)",2.0
"PHSUBSW (MM, MM)",2.0
"PHSUBSW (XMM, M128)",2.0
"PHSUBSW (XMM, XMM)",2.0
"PHSUBW (MM, M64)",2.0
"PHSUBW (MM, MM)",2.0
"PHSUBW (XMM, M128)",2.0
"PHSUBW (XMM, XMM)",2.0
"PMADDUBSW (MM, M64)",1.0
"PMADDUBSW (MM, MM)",1.0
"PMADDUBSW (XMM, M128)",1.0
"PMADDUBSW (XMM, XMM)",1.0
"PMULHRSW (MM, M64)",1.0
"PMULHRSW (MM, MM)",1.0
"PMULHRSW (XMM, M128)",1.0
"PMULHRSW (XMM, XMM)",1.0
"PSHUFB (MM, M64)",1.0
"PSHUFB (MM, MM)",1.0
"PSHUFB (XMM, M128)",1.0
"PSHUFB (XMM, XMM)",1.0
"PSIGNB (MM, M64)",0.5
"PSIGNB (MM, MM)",0.5
"PSIGNB (XMM, M128)",0.5
"PSIGNB (XMM, XMM)",0.5
"PSIGND (MM, M64)",0.5
"PSIGND (MM, MM)",0.5
"PSIGND (XMM, M128)",0.5
"PSIGND (XMM, XMM)",0.5
"PSIGNW (MM, M64)",0.5
"PSIGNW (MM, MM)",0.5
"PSIGNW (XMM, M128)",0.5
"PSIGNW (XMM, XMM)",0.5
XGETBV,5.0
XSAVE (M4608),40.0
XSAVE64 (M4608),40.0
XSETBV,21.95
XSAVEOPT (M4608),48.33
XSAVEOPT64 (M4608),48.33
